ref,state,constituency,won status,votes,(votes),Name,Party Name
268,Arunachal Pradesh,Arunachal West(1),lost,33314,( -172103),TECHI RANA,Independent
269,Arunachal Pradesh,Arunachal West(1),lost,30530,( -174887),TOKO SHEETAL,Gana Suraksha Party
270,Arunachal Pradesh,Arunachal West(1),lost,11518,( -193899),BIMPAK SIGA,Independent
271,Arunachal Pradesh,Arunachal West(1),lost,7821,( -197596),RUHI TAGUNG,Independent
272,Arunachal Pradesh,Arunachal West(1),lost,2271,( -203146),LEKI NORBU,Independent
273,Arunachal Pradesh,Arunachal West(1),lost,1958,( -203459),TANIA JUNE,Independent
274,Arunachal Pradesh,Arunachal West(1),,2296,( -203121),NOTA,None of the Above
275,Haryana,GURGAON(9),won,808336,(+ 75079),RAO INDERJIT SINGH,Bharatiya Janata Party
276,Haryana,GURGAON(9),lost,733257,( -75079),RAJ BABBAR,Indian National Congress
277,Haryana,GURGAON(9),lost,13278,( -795058),RAHUL YADAV FAZILPURIA,Jannayak Janta Party
278,Haryana,GURGAON(9),lost,8946,( -799390),VIJAY KHATANA,Bahujan Samaj Party
279,Haryana,GURGAON(9),lost,4917,( -803419),SORAB KHAN,Indian National Lok Dal
280,Haryana,GURGAON(9),lost,3528,( -804808),AJAY KUMAR,Independent
281,Haryana,GURGAON(9),lost,3005,( -805331),ASHOK JANGRA,Independent
282,Haryana,GURGAON(9),lost,2745,( -805591),AZAD SINGH,Independent
283,Haryana,GURGAON(9),lost,2550,( -805786),AKSHAT GAIT,Independent
284,Haryana,GURGAON(9),lost,2222,( -806114),LAL CHAND YADAV,Bharatheeya Jawan Kisan Party
285,Haryana,GURGAON(9),lost,1887,( -806449),SAMAY SINGH,Independent
286,Haryana,GURGAON(9),lost,1408,( -806928),DHARMENDER THAKRAN,Swayam Shashan Party
287,Haryana,GURGAON(9),lost,1120,( -807216),VIJAY YADAV,Jan Sewak Kranti Party
288,Haryana,GURGAON(9),lost,1114,( -807222),ISHWAR SINGH SUTHANI,Peoples Party of India (Democratic)
289,Haryana,GURGAON(9),lost,1074,( -807262),COMRADE SARWAN KUMAR GUPTA,Socialist Unity Centre Of India (COMMUNIST)
290,Haryana,GURGAON(9),lost,1000,( -807336),VANDNA GULIYA,Right to Recall Party
291,Haryana,GURGAON(9),lost,915,( -807421),SAMPOORN ANAND,Rashtriya Lokswaraj Party
292,Haryana,GURGAON(9),lost,794,( -807542),KUSHESHWAR  BHAGAT,Independent
293,Haryana,GURGAON(9),lost,791,( -807545),SINGH RAM,Independent
294,Haryana,GURGAON(9),lost,578,( -807758),ANWAR,Social Democratic Party Of India
295,Haryana,GURGAON(9),lost,474,( -807862),FAUJI JAI KAWAR TYAGI (DIXIT),Independent
296,Haryana,GURGAON(9),lost,439,( -807897),AKASH VYAS,Bhartiya Shakti Chetna Party
297,Haryana,GURGAON(9),lost,437,( -807899),VISHNU,Independent
298,Haryana,GURGAON(9),,6417,( -801919),NOTA,None of the Above
299,Haryana,BHIWANI-MAHENDRAGARH(8),won,588664,(+ 41510),DHARAMBIR SINGH,Bharatiya Janata Party
300,Haryana,BHIWANI-MAHENDRAGARH(8),lost,547154,( -41510),RAO DAN SINGH,Indian National Congress
301,Haryana,BHIWANI-MAHENDRAGARH(8),lost,15265,( -573399),BAHADUR SINGH,Jannayak Janta Party
302,Haryana,BHIWANI-MAHENDRAGARH(8),lost,6336,( -582328),SUNIL KUMAR SHARMA,Bahujan Samaj Party
303,Haryana,BHIWANI-MAHENDRAGARH(8),lost,4695,( -583969),SUBHASH,Rashtrawadi Janlok Party (Satya)
304,Haryana,BHIWANI-MAHENDRAGARH(8),lost,3881,( -584783),HEMANT,Independent
305,Haryana,BHIWANI-MAHENDRAGARH(8),lost,2979,( -585685),SEEMA,Independent
306,Haryana,BHIWANI-MAHENDRAGARH(8),lost,1900,( -586764),VED PRAKASH,Independent
307,Haryana,BHIWANI-MAHENDRAGARH(8),lost,1668,( -586996),ANAND KUMAR,Bharatheeya Jawan Kisan Party
308,Haryana,BHIWANI-MAHENDRAGARH(8),lost,1478,( -587186),YOGBIR SINGH,Independent
309,Haryana,BHIWANI-MAHENDRAGARH(8),lost,1053,( -587611),VARSHA,Independent
310,Haryana,BHIWANI-MAHENDRAGARH(8),lost,857,( -587807),BALWAN,Peoples Party of India (Democratic)
311,Haryana,BHIWANI-MAHENDRAGARH(8),lost,640,( -588024),ROHTASH,Socialist Unity Centre Of India (COMMUNIST)
312,Haryana,BHIWANI-MAHENDRAGARH(8),lost,451,( -588213),JAI SINGH,Independent
313,Haryana,BHIWANI-MAHENDRAGARH(8),lost,443,( -588221),BHARAT BHUSHAN,Bhartiya Shakti Chetna Party
314,Haryana,BHIWANI-MAHENDRAGARH(8),lost,415,( -588249),ENGINEER MAHAVIR SINGH YADAV,Independent
315,Haryana,BHIWANI-MAHENDRAGARH(8),lost,229,( -588435),JAGDISH,Independent
316,Haryana,BHIWANI-MAHENDRAGARH(8),,5287,( -583377),NOTA,None of the Above
317,Haryana,KARNAL(5),won,739285,(+ 232577),MANOHAR LAL,Bharatiya Janata Party
318,Haryana,KARNAL(5),lost,506708,( -232577),DIVYANSHU BUDHIRAJA,Indian National Congress
319,Haryana,KARNAL(5),lost,32508,( -706777),INDER SINGH,Bahujan Samaj Party
320,Haryana,KARNAL(5),lost,29151,( -710134),MARATHA VIRENDER VERMA,Nationalist Congress Party – Sharadchandra Pawar
321,Haryana,KARNAL(5),lost,11467,( -727818),DEVENDER KADIAN,Jannayak Janta Party
322,Haryana,KARNAL(5),lost,4004,( -735281),MANOJ BANSAL,Independent
323,Haryana,KARNAL(5),lost,2994,( -736291),GULSHAN KASHYAP,Independent
324,Haryana,KARNAL(5),lost,2904,( -736381),ASHOK KATARIA,Samst Samaj Party
325,Haryana,KARNAL(5),lost,1866,( -737419),HARJEET SINGH VIRK,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)
326,Haryana,KARNAL(5),lost,1851,( -737434),SONIA,Independent
327,Haryana,KARNAL(5),lost,1587,( -737698),MANISH,Independent
328,Haryana,KARNAL(5),lost,1292,( -737993),LEENA KOHLI,Independent
329,Haryana,KARNAL(5),lost,1253,( -738032),NITIN GEHLOT,Peoples Party of India (Democratic)
330,Haryana,KARNAL(5),lost,1188,( -738097),BALWAN SINGH,Independent
331,Haryana,KARNAL(5),lost,1020,( -738265),VINEET CHOUDHARY,Bharatiya Asha Party
332,Haryana,KARNAL(5),lost,769,( -738516),ROOP SINGH,Rashtriya Garib Dal
333,Haryana,KARNAL(5),lost,752,( -738533),SAWAMI AGNIVESH,Independent
334,Haryana,KARNAL(5),lost,705,( -738580),AZAD SINGH PUNIA,Independent
335,Haryana,KARNAL(5),lost,633,( -738652),ASHOK KUMAR,Independent
336,Haryana,KARNAL(5),,3955,( -735330),NOTA,None of the Above
337,Haryana,KURUKSHETRA(2),won,542175,(+ 29021),NAVEEN JINDAL,Bharatiya Janata Party
338,Haryana,KURUKSHETRA(2),lost,513154,( -29021),DR SUSHIL GUPTA,Aam Aadmi Party
339,Haryana,KURUKSHETRA(2),lost,78708,( -463467),ABHAY SINGH CHAUTALA,Indian National Lok Dal
340,Haryana,KURUKSHETRA(2),lost,20944,( -521231),DEEPAK MEHRA,Bahujan Samaj Party
341,Haryana,KURUKSHETRA(2),lost,8093,( -534082),JAI KUMAR  SAINI HAMIDPUR,Independent
342,Haryana,KURUKSHETRA(2),lost,6182,( -535993),PALA RAM SAINI,Jannayak Janta Party
343,Haryana,KURUKSHETRA(2),lost,3263,( -538912),SATBIR KASHYAP,Rashtriya Janshakti Party(Eklavya)
344,Haryana,KURUKSHETRA(2),lost,2859,( -539316),KHAZAN SINGH SEHGAL,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)
345,Haryana,KURUKSHETRA(2),lost,2783,( -539392),MAHAVIR SINGH,Ekam Sanatan Bharat Dal
346,Haryana,KURUKSHETRA(2),lost,2113,( -540062),INDERJEET KAMBOJ,Peoples Party of India (Democratic)
347,Haryana,KURUKSHETRA(2),lost,2056,( -540119),PANDIT ANIL UPADHYAY,Independent
348,Haryana,KURUKSHETRA(2),lost,2029,( -540146),ADV ASHWINI SHARMA HRITTWAL,Independent
349,Haryana,KURUKSHETRA(2),lost,1812,( -540363),COMRADE OM PARKASH SHASTRI,Socialist Unity Centre Of India (COMMUNIST)
350,Haryana,KURUKSHETRA(2),lost,1599,( -540576),SURENDER SINGH,Independent
351,Haryana,KURUKSHETRA(2),lost,1506,( -540669),AMIT MALIK,Independent
352,Haryana,KURUKSHETRA(2),lost,1379,( -540796),PATASHO DEVI EX-SARPANCH,Independent
353,Haryana,KURUKSHETRA(2),lost,1340,( -540835),DR MAHESH CHAND GAUR,Independent
354,Haryana,KURUKSHETRA(2),lost,1154,( -541021),JAI PARKASH SHARMA,Independent
355,Haryana,KURUKSHETRA(2),lost,1134,( -541041),VARUN GUPTA,Independent
356,Haryana,KURUKSHETRA(2),lost,1066,( -541109),SATNAM BHAZIGAR,Loktantrik Lok Rajyam Party
357,Haryana,KURUKSHETRA(2),lost,1032,( -541143),NARESH KUMAR,Samata Party
358,Haryana,KURUKSHETRA(2),lost,997,( -541178),SATISH DHULL,Bharatiya Asha Party
359,Haryana,KURUKSHETRA(2),lost,960,( -541215),ADVOCATE PARDEEP SAINI,Rashtriya Garib Dal
360,Haryana,KURUKSHETRA(2),lost,718,( -541457),SEWA SINGH,Independent
361,Haryana,KURUKSHETRA(2),lost,717,( -541458),COMRADE RAMESH KHATKAR,Independent
362,Haryana,KURUKSHETRA(2),lost,715,( -541460),ER VISHAL KUMAR,Independent
363,Haryana,KURUKSHETRA(2),lost,678,( -541497),OM PARKASH INDAL,Global Republican Party
364,Haryana,KURUKSHETRA(2),lost,626,( -541549),PHOOL SINGH,Independent
365,Haryana,KURUKSHETRA(2),lost,576,( -541599),SUNNY KASHYAP TEORA,Independent
366,Haryana,KURUKSHETRA(2),lost,556,( -541619),RAMDIYA,Independent
367,Haryana,KURUKSHETRA(2),lost,509,( -541666),MANGAT RAM,Independent
368,Haryana,KURUKSHETRA(2),,2439,( -539736),NOTA,None of the Above
369,Himachal Pradesh,HAMIRPUR(3),won,607068,(+ 182357),ANURAG SINGH THAKUR,Bharatiya Janata Party
370,Himachal Pradesh,HAMIRPUR(3),lost,424711,( -182357),SATPAL RAIZADA,Indian National Congress
371,Himachal Pradesh,HAMIRPUR(3),lost,2758,( -604310),HEM RAJ,Bahujan Samaj Party
372,Himachal Pradesh,HAMIRPUR(3),lost,1764,( -605304),JAGDEEP KUMAR,Rashtriya Devbhumi Party
373,Himachal Pradesh,HAMIRPUR(3),lost,1410,( -605658),SURENDER KUMAR GAUTAM,Independent
374,Himachal Pradesh,HAMIRPUR(3),lost,1239,( -605829),SUBEDAR MAJOR KULWANT SINGH PATIAL,Bharatheeya Jawan Kisan Party
375,Himachal Pradesh,HAMIRPUR(3),lost,1019,( -606049),NAND LAL,Independent
376,Himachal Pradesh,HAMIRPUR(3),lost,675,( -606393),SUMIT RANA,Akhil Bhartiya Parivar Party
377,Himachal Pradesh,HAMIRPUR(3),lost,560,( -606508),RAMESH CHAND SARTHI,Independent
378,Himachal Pradesh,HAMIRPUR(3),lost,433,( -606635),ARUN ANKESH SYAL,Ekam Sanatan Bharat Dal
379,Himachal Pradesh,HAMIRPUR(3),lost,246,( -606822),GARIB DASS KATOCH,Independent
380,Himachal Pradesh,HAMIRPUR(3),lost,202,( -606866),GOPI CHAND ATTARI,Independent
381,Himachal Pradesh,HAMIRPUR(3),,5178,( -601890),NOTA,None of the Above
382,Himachal Pradesh,MANDI(2),won,537022,(+ 74755),KANGNA RANAUT,Bharatiya Janata Party
383,Himachal Pradesh,MANDI(2),lost,462267,( -74755),VIKRAMADITYA SINGH,Indian National Congress
384,Himachal Pradesh,MANDI(2),lost,4393,( -532629),DR. PRAKASH CHAND BHARDWAJ,Bahujan Samaj Party
385,Himachal Pradesh,MANDI(2),lost,2447,( -534575),NARENDER KUMAR,Rashtriya Devbhumi Party
386,Himachal Pradesh,MANDI(2),lost,1051,( -535971),RAKHEE GUPTA,Independent
387,Himachal Pradesh,MANDI(2),lost,974,( -536048),SUBHASH MOHAN SNEHI,Independent
388,Himachal Pradesh,MANDI(2),lost,690,( -536332),VINAY KUMAR,Akhil Bhartiya Parivar Party
389,Himachal Pradesh,MANDI(2),lost,654,( -536368),MAHESH  SAINI,Himachal Janta Party
390,Himachal Pradesh,MANDI(2),lost,381,( -536641),DINESH KUMAR BHATI,Independent
391,Himachal Pradesh,MANDI(2),lost,286,( -536736),ASHUTOSH MAHANT,Independent
392,Himachal Pradesh,MANDI(2),,5645,( -531377),NOTA,None of the Above
393,Himachal Pradesh,KANGRA(1),won,632793,(+ 251895),DR RAJEEV BHARDWAJ,Bharatiya Janata Party
394,Himachal Pradesh,KANGRA(1),lost,380898,( -251895),ANAND SHARMA,Indian National Congress
395,Himachal Pradesh,KANGRA(1),lost,7753,( -625040),REKHA CHAUDHARY,Bahujan Samaj Party
396,Himachal Pradesh,KANGRA(1),lost,2319,( -630474),ADVOCATE SANJAY SHARMA,Independent
397,Himachal Pradesh,KANGRA(1),lost,2178,( -630615),DR KEHAR SINGH,Independent
398,Himachal Pradesh,KANGRA(1),lost,1476,( -631317),JEEVAN KUMAR,Akhil Bhartiya Parivar Party
399,Himachal Pradesh,KANGRA(1),lost,1171,( -631622),NARAIN SINGH DOGRA,Himachal Janta Party
400,Himachal Pradesh,KANGRA(1),lost,756,( -632037),BHUVNESH KUMAR,Rashtriya Devbhumi Party
401,Himachal Pradesh,KANGRA(1),lost,607,( -632186),DEV RAJ BHARDWAJ,Rashtriya Samaj Dal (R)
402,Himachal Pradesh,KANGRA(1),lost,545,( -632248),ACHAL SINGH,Independent
403,Himachal Pradesh,KANGRA(1),,6372,( -626421),NOTA,None of the Above
404,Karnataka,Mandya(20),won,851881,(+ 284620),H.D. KUMARASWAMY,Janata Dal  (Secular)
405,Karnataka,Mandya(20),lost,567261,( -284620),VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress
406,Karnataka,Mandya(20),lost,12394,( -839487),CHANDAN GOWDA. K,Independent
407,Karnataka,Mandya(20),lost,6964,( -844917),SHIVASHANKARA. S,Bahujan Samaj Party
408,Karnataka,Mandya(20),lost,3810,( -848071),RAMAIAH. D,Independent
409,Karnataka,Mandya(20),lost,2909,( -848972),RANJITHA. N,Independent
410,Karnataka,Mandya(20),lost,1476,( -850405),CHANDRASHEKARA. K.R (CHANDRU KEELARA),Karnataka Rashtra Samithi
411,Karnataka,Mandya(20),lost,1370,( -850511),BUDAYYA. B.P,Karunaadu Party
412,Karnataka,Mandya(20),lost,1163,( -850718),LOKESHA. S (AARYA LOKESH),Uttama Prajaakeeya Party
413,Karnataka,Mandya(20),lost,931,( -850950),BEERESH. C.T (SAINIKA BEERESH),Independent
414,Karnataka,Mandya(20),lost,843,( -851038),N.BASAVARAJU,Independent
415,Karnataka,Mandya(20),lost,590,( -851291),H.D. REVANNA,Purvanchal Mahapanchayat
416,Karnataka,Mandya(20),lost,497,( -851384),CHANNAMAYIGOWDA,Independent
417,Karnataka,Mandya(20),lost,442,( -851439),S.ARVIND,Independent
418,Karnataka,Mandya(20),,7736,( -844145),NOTA,None of the Above
419,West Bengal,Bishnupur(37),won,680130,(+ 5567),KHAN SAUMITRA,Bharatiya Janata Party
420,West Bengal,Bishnupur(37),lost,674563,( -5567),SUJATA MONDAL,All India Trinamool Congress
421,West Bengal,Bishnupur(37),lost,105411,( -574719),SITAL CHANDRA KAIBARTYA,Communist Party of India  (Marxist)
422,West Bengal,Bishnupur(37),lost,16074,( -664056),SADANANDA MANDAL,Socialist Unity Centre Of India (COMMUNIST)
423,West Bengal,Bishnupur(37),lost,9079,( -671051),JOYDEV DHANK,Bahujan Samaj Party
424,West Bengal,Bishnupur(37),lost,5106,( -675024),BASUDEB SIKARI,Independent
425,West Bengal,Bishnupur(37),lost,4377,( -675753),NARENDRANATH RAY,Independent
426,West Bengal,Bishnupur(37),,19132,( -660998),NOTA,None of the Above
427,West Bengal,Birbhum(42),won,717961,(+ 197650),SATABDI ROY,All India Trinamool Congress
428,West Bengal,Birbhum(42),lost,520311,( -197650),DEBTANU BHATTACHARYA,Bharatiya Janata Party
429,West Bengal,Birbhum(42),lost,226260,( -491701),MILTON RASHID,Indian National Congress
430,West Bengal,Birbhum(42),lost,11958,( -706003),AMIY GHOSH,Independent
431,West Bengal,Birbhum(42),lost,7687,( -710274),LAKSHMI HEMBROM,Ambedkarite Party of India
432,West Bengal,Birbhum(42),lost,6779,( -711182),AYESHA KHATUN,Socialist Unity Centre Of India (COMMUNIST)
433,West Bengal,Birbhum(42),lost,5882,( -712079),RAJNATH SARKAR,Bahujan Samaj Party
434,West Bengal,Birbhum(42),lost,4256,( -713705),SAURAV MUDI,Independent
435,West Bengal,Birbhum(42),lost,3832,( -714129),ABDUL IMRAN,Independent
436,West Bengal,Birbhum(42),lost,3823,( -714138),BISWAJIT MISHRA,All India Arya Mahasabha
437,West Bengal,Birbhum(42),lost,2557,( -715404),MD. JAKIR HOSSAIN,Bharatiya National Janata Dal
438,West Bengal,Birbhum(42),lost,2033,( -715928),DOLA SARKAR,Indian National Socialistic Action Forces
439,West Bengal,Birbhum(42),,14093,( -703868),NOTA,None of the Above
440,Andhra Pradesh,Narsapuram(9),won,707343,(+ 276802),BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),Bharatiya Janata Party
441,Andhra Pradesh,Narsapuram(9),lost,430541,( -276802),UMABALA GUDURI,Yuvajana Sramika Rythu Congress Party
442,Andhra Pradesh,Narsapuram(9),lost,35213,( -672130),K.B.R.NAIDU,Indian National Congress
443,Andhra Pradesh,Narsapuram(9),lost,6364,( -700979),PRASANNA KUMAR UNDURTHI,Independent
444,Andhra Pradesh,Narsapuram(9),lost,6014,( -701329),SIRRA RAJU,Bahujan Samaj Party
445,Andhra Pradesh,Narsapuram(9),lost,5969,( -701374),MEDAPATI VENKATA VARAHALA REDDY,Independent
446,Andhra Pradesh,Narsapuram(9),lost,5240,( -702103),BALAGAM NAYAKAR,Independent
447,Andhra Pradesh,Narsapuram(9),lost,4684,( -702659),NALLI RAJESH,Independent
448,Andhra Pradesh,Narsapuram(9),lost,3145,( -704198),KETHA SREENU,Independent
449,Andhra Pradesh,Narsapuram(9),lost,3116,( -704227),OLETY NAGENDRA KRISHNA,Jaibhim Rao Bharat Party
450,Andhra Pradesh,Narsapuram(9),lost,2783,( -704560),ADDEPALLI VEERA VENKAT SUBBA RAO,Independent
451,Andhra Pradesh,Narsapuram(9),lost,2726,( -704617),ANAND CHANDULAL JASTI,Independent
452,Andhra Pradesh,Narsapuram(9),lost,1649,( -705694),GANJI PURNIMA,Republican Party of India (A)
453,Andhra Pradesh,Narsapuram(9),lost,1527,( -705816),GEDALA LAXMANA RAO,Independent
454,Andhra Pradesh,Narsapuram(9),lost,1393,( -705950),ADDANKI DORABABU,Independent
455,Andhra Pradesh,Narsapuram(9),lost,1384,( -705959),GOTTUMUKKALA SHIVAJI,Independent
456,Andhra Pradesh,Narsapuram(9),lost,1007,( -706336),ADINARAYANA DUPPANAPUDI,Independent
457,Andhra Pradesh,Narsapuram(9),lost,930,( -706413),MANNE LEELA RAMA NARENDRA,Pyramid Party of India
458,Andhra Pradesh,Narsapuram(9),lost,920,( -706423),RAMA DURGA PRASAD THOLETI,Independent
459,Andhra Pradesh,Narsapuram(9),lost,686,( -706657),RUKHMINI,Independent
460,Andhra Pradesh,Narsapuram(9),lost,683,( -706660),ADABALA SIVA,Independent
461,Andhra Pradesh,Narsapuram(9),,7677,( -699666),NOTA,None of the Above
462,Andhra Pradesh,Rajampet(24),won,644844,(+ 76071),P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party
463,Andhra Pradesh,Rajampet(24),lost,568773,( -76071),NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party
464,Andhra Pradesh,Rajampet(24),lost,53300,( -591544),SHAIK BASHEED,Indian National Congress
465,Andhra Pradesh,Rajampet(24),lost,12363,( -632481),ABBAVARAM UGENDRA,Bahujan Samaj Party
466,Andhra Pradesh,Rajampet(24),lost,6100,( -638744),POOLA REDDY SEKHAR,Independent
467,Andhra Pradesh,Rajampet(24),lost,5999,( -638845),NAGARAJU JETTI,Independent
468,Andhra Pradesh,Rajampet(24),lost,5672,( -639172),PRADEEP PENAMADU,All India Forward Bloc
469,Andhra Pradesh,Rajampet(24),lost,4735,( -640109),CHOUDVARAM SUBBANARASAIAH,Independent
470,Andhra Pradesh,Rajampet(24),lost,4616,( -640228),PULI SREENIVASULU,Independent
471,Andhra Pradesh,Rajampet(24),lost,4443,( -640401),SREENIVASULU MARRIPATI,Independent
472,Andhra Pradesh,Rajampet(24),lost,2411,( -642433),AKBAR M BASHA,Anna YSR Congress Party
473,Andhra Pradesh,Rajampet(24),lost,1535,( -643309),SANGARAJU NAGESWARA RAJU,Independent
474,Andhra Pradesh,Rajampet(24),lost,1415,( -643429),MADA RAJA,Jaathia Chethi Vruthula Ikya Vedika Party
475,Andhra Pradesh,Rajampet(24),lost,1366,( -643478),BATTHALA RAMANAIAH,Jai Bharat National Party
476,Andhra Pradesh,Rajampet(24),lost,1318,( -643526),DODDAPANENI RAJA NAIDU,Independent
477,Andhra Pradesh,Rajampet(24),lost,1071,( -643773),MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party
478,Andhra Pradesh,Rajampet(24),lost,887,( -643957),KASTURI OBAIAH NAIDU,Independent
479,Andhra Pradesh,Rajampet(24),lost,691,( -644153),ASADI VENKATADRI,Independent
480,Andhra Pradesh,Rajampet(24),,11400,( -633444),NOTA,None of the Above
481,Andhra Pradesh,Chittoor(SC)(25),won,778071,(+ 220479),DAGGUMALLA PRASADA RAO,Telugu Desam
482,Andhra Pradesh,Chittoor(SC)(25),lost,557592,( -220479),REDDEPPA.N .,Yuvajana Sramika Rythu Congress Party
483,Andhra Pradesh,Chittoor(SC)(25),lost,30150,( -747921),MOTUKUR JAGAPATHI,Indian National Congress
484,Andhra Pradesh,Chittoor(SC)(25),lost,13511,( -764560),THOGURU VIJAYA KUMAR,Bahujan Samaj Party
485,Andhra Pradesh,Chittoor(SC)(25),lost,6973,( -771098),YUGANDAR . KONDA,Independent
486,Andhra Pradesh,Chittoor(SC)(25),lost,3956,( -774115),K.MUNI KRISHNA,Independent
487,Andhra Pradesh,Chittoor(SC)(25),lost,2833,( -775238),P.JANAKI RAMA RAO ( BABU),National Maha Sabha Party
488,Andhra Pradesh,Chittoor(SC)(25),lost,2366,( -775705),PETA.MOHAN .,Independent
489,Andhra Pradesh,Chittoor(SC)(25),lost,1935,( -776136),C.SUDHAKAR,Independent
490,Andhra Pradesh,Chittoor(SC)(25),lost,1885,( -776186),N.CHANDRABABU,Independent
491,Andhra Pradesh,Chittoor(SC)(25),lost,1578,( -776493),MADASI SUDHARSHAN,Independent
492,Andhra Pradesh,Chittoor(SC)(25),lost,1119,( -776952),D.MAHESH,Independent
493,Andhra Pradesh,Chittoor(SC)(25),lost,906,( -777165),P.MADHU,Independent
494,Andhra Pradesh,Chittoor(SC)(25),lost,894,( -777177),N.BHUPATHI,Independent
495,Andhra Pradesh,Chittoor(SC)(25),lost,857,( -777214),A. PURNA CHANDRA,Independent
496,Andhra Pradesh,Chittoor(SC)(25),lost,676,( -777395),PALLIPATTU.ABHINAV VISHNU,Samajwadi Party
497,Andhra Pradesh,Chittoor(SC)(25),lost,552,( -777519),N.GANGAIAH .,Independent
498,Andhra Pradesh,Chittoor(SC)(25),lost,534,( -777537),T NARESH,Independent
499,Andhra Pradesh,Chittoor(SC)(25),lost,493,( -777578),BANDAPALLI RAMESH,Independent
500,Andhra Pradesh,Chittoor(SC)(25),,11976,( -766095),NOTA,None of the Above
501,Assam,Kokrajhar (1),won,488995,(+ 51583),JOYANTA BASUMATARY,"United People’s Party, Liberal"
502,Assam,Kokrajhar (1),lost,437412,( -51583),KAMPA BORGOYARI,Bodoland Peoples Front
503,Assam,Kokrajhar (1),lost,113736,( -375259),GARJAN MASHAHARY,Indian National Congress
504,Assam,Kokrajhar (1),lost,94189,( -394806),BINITA DEKA,Gana Suraksha Party
505,Assam,Kokrajhar (1),lost,33737,( -455258),PRITHVIRAJ NARAYAN DEV MECH,Independent
506,Assam,Kokrajhar (1),lost,23519,( -465476),GAURI SANKAR SARANIA,All India Trinamool Congress
507,Assam,Kokrajhar (1),lost,8830,( -480165),RANJAY KR BRAHMA,Independent
508,Assam,Kokrajhar (1),lost,7932,( -481063),LALIT PEGU,Voters Party  International
509,Assam,Kokrajhar (1),lost,6106,( -482889),JYOTISH KUMAR DAS,Independent
510,Assam,Kokrajhar (1),lost,4540,( -484455),TRIPTINA RABHA,Independent
511,Assam,Kokrajhar (1),lost,4508,( -484487),PANKAJ ISLARY,Independent
512,Assam,Kokrajhar (1),lost,4080,( -484915),AJOY NARZARY,Independent
513,Assam,Kokrajhar (1),,13912,( -475083),NOTA,None of the Above
514,Assam,Jorhat(14),won,751771,(+ 144393),GAURAV GOGOI,Indian National Congress
515,Assam,Jorhat(14),lost,607378,( -144393),TOPON KUMAR GOGOI,Bharatiya Janata Party
516,Assam,Jorhat(14),lost,9086,( -742685),ARUN CHANDRA HANDIQUE,Ekam Sanatan Bharat Dal
517,Assam,Jorhat(14),lost,8370,( -743401),RAJ KUMAR DUWARA,Independent
